,date,text
7317,2018-08-31,Zacks Brokerages Anticipate Netflix Inc NFLX to Post  Earnings Per Share   
7306,2018-08-31,Netflix is shipping me the DVD Do you have NFLX north of the border
7318,2018-08-31,Zacks Brokerages Anticipate Netflix Inc NFLX Will Announce Earnings of  Per Share   
7325,2018-08-31,Criterion Capital Management Cut By  Million Its Netflix NFLX Position Crosslink Capital Has Upped By  Million Its Euronet Worldwide EEFT Holding  
7320,2018-08-31,HeadToHead Analysis IQIYI IQ vs Netflix NFLX   
7319,2018-08-31,NFLX There seems to be a movement among     They are pissed off at  putting  on the platform They believe that if they dont click on the ads NFLX will ditch the idea lol   They also said they will probably give up in a few weeks  still pay
7343,2018-08-31,NFLX imagine a Netflix gaming cloud hub Just saying
7342,2018-08-31,Critical Analysis Netflix NFLX  IQIYI IQ   
7341,2018-08-31,Netflix  Article FR  Netflix NFLX gagne en creux ce que vous devez savoir        
7340,2018-08-31,Netflix NFLX vs IQIYI IQ Head to Head Review  
7339,2018-08-31,Contrasting Netflix NFLX  IQIYI IQ   
7338,2018-08-31,Netflix NFLX vs IQIYI IQ Head to Head Review   
7337,2018-08-31, starts own worldwide Netflix movie music  whatever you want streaming for fucking almost nothing  FB AMZN AAPL NFLX GOOGL shares at    
7336,2018-08-31,Contrasting Netflix NFLX and IQIYI IQ   
7335,2018-08-31,Contrasting Netflix NFLX and IQIYI IQ   
7334,2018-08-31,Ralph Lauren RL Forms  Double Top Atika Capital Management Raised Netflix NFLX Position   
7344,2018-08-31,Netflix NFLX Gains As Market Dips What You Should Know    
7332,2018-08-31,Netflix Inc NFLX  Trending Hot Stocks Analysis   
7333,2018-08-31,Contrasting Netflix NFLX and IQIYI IQ   
7322,2018-08-31,Miracle Mile Advisors Has Boosted Netflix NFLX Stake By  Capital Fund Management Sa Boosted By  Million Its Edwards Lifesciences Call EW Position  
7323,2018-08-31,HeadToHead Analysis IQIYI IQ vs Netflix NFLX   
7324,2018-08-31,HeadToHead Analysis IQIYI IQ vs Netflix NFLX    
7326,2018-08-31,NFLX Netflix NFLX Gains As Market Dips What You Should Know   
7321,2018-08-31,Heres Whats Driving iQiyi the Netflix of China IQ BABA TCEHY NFLX BIDU AMZN GOOGL FB AAPL    
7328,2018-08-31,Happy Friday Do you own any of these stocks Comment below In no particular order   Fossil Group Inc FOSL ABIOMED Inc ABMD  Netflix Inc NFLX  Twitter Inc   
7329,2018-08-31,Latest Netflix Price Hike May Have Caused a Decline in Subscriptions    NFLX  
7330,2018-08-31,NFLX Netflix May Rebound by  on Bullish Momentum    
7331,2018-08-31,What pe ratio does NFLXnetflix have   x earnings  So when the market realizes HMNYMoviepass Is  HMNY NFLX   
7327,2018-08-31,NFLX Netflix NFLX Gains As Market Dips What You Should Know   
7260,2018-09-01,Aviance Capital Partners Has Upped Its Position in Netflix NFLX by  Million Enterprise Products Partners Partnership Shares EPD Shareholder Trust Asset Management Lowered Its Position as Market Value Rose   
7267,2018-09-01,As Netflix INC NFLX Market Value Rose Shareholder Srs Investment Management LLC Has Decreased Its Position by  Million   
7268,2018-09-01,Netflix INC NFLX Stock Price Rose While Srs Investment Management LLC Lowered by  Million Its Holding   
7266,2018-09-01,Netflix INC NFLX Valuation Rose While Srs Investment Management LLC Cut Stake by  Million    
7265,2018-09-01,As Netflix INC NFLX Valuation Rose Srs Investment Management LLC Trimmed Holding    
7264,2018-09-01,As Netflix INC NFLX Share Price Rose Holder Srs Investment Management LLC Decreased by  Million Its Holding 
7263,2018-09-01,Srs Investment Management LLC Holding in Netflix INC NFLX Lowered as Shares Rose    
7262,2018-09-01,Srs Investment Management LLC Trimmed Its Netflix INC NFLX Holding by  Million as Stock Rose   
7261,2018-09-01,Srs Investment Management LLC Has Decreased Its Netflix INC NFLX Stake as Stock Rose   
7259,2018-09-01, Netflix NFLX Short Term Range    Awaiting break out of these ranges Next support 
7253,2018-09-01,NFLX Its going to be hard for Netflix to produce the kinds of margins that media companies are used to if its chronically overpaying for content especially given that its content spending is being financed with junk debt   
7257,2018-09-01,Comparing Netflix NFLX and IQIYI IQ  
7256,2018-09-01,Netflix Inc NFLX Receives  Average Price Target from Analysts   
7255,2018-09-01,Podium valores en cartera  ROST   El Retail sigue haciendolo bien por USA   NFLX   La cua descendente de libro parece funcionar  VRSN   La veterana sigue tirando Que siga la fiesta  
7254,2018-09-01,   NFLX You Wont Believe How Much Netflix Spent on Each Emmy Nomination   Netflixs strategy over the past few years has been to hurl mountains of cash into programming taking on billions in highinterest debt to fund its ambitions  
7252,2018-09-01,What the worlds last  Video store has that  and other streaming services dont        NFLX  
7251,2018-09-01,NFLX  Stocks That Could Put Netflixs Returns to Shame   
7250,2018-09-01, may take action against    over a Dark Touristvideo shot in the contaminated zone   
7249,2018-09-01,Financial Analysis Netflix NFLX and IQIYI IQ   
7248,2018-09-01,I wonder how many people have FANG  as their vanity license plate  And what Car that person is driving       amzn nflx
7247,2018-09-01,Free Stock Report  Netflix Inc         
7258,2018-09-01,Sta Wealth Management Maintains Holding in Exxon Mobil XOM Netflix NFLX Share Value Rose While Perigon Wealth Management Decreased by  Its Position   
7269,2018-09-01,Netflix Inc NFLX Shares Sold by Federated Investors Inc PA    
7274,2018-09-01,As Kindred Biosciences KIN Stock Price Rose Shareholder Ecor Capital Has Trimmed Holding by  Million As Netflix NFLX Valuation Rose Bluestein R H  Company Has Cut Holding   
7271,2018-09-01,Birinyi Associates Upped Netflix NFLX Stake By   Analysts Covering Bonanza Creek Energy Inc BCEI  
7270,2018-09-01,Chicago Business Journal Streaming roundup Netflix on hiring spree Amazon takes on Roku Chicago Business Journal Streaming services such as Netflix Inc NASDAQ NFLX    Inc NASDAQ AMZN Hulu and others have transformed the  
7294,2018-09-01,HeadToHead Survey Netflix NFLX vs IQIYI IQ   
7293,2018-09-01,Head to Head Review IQIYI IQ vs Netflix NFLX   
7292,2018-09-01,New on Netflix in September   New Netflix Movies  Whats new on Netflix NASDAQNFLX for the month of SeptemberSource Netflix       
7291,2018-09-01,Associated Banc Corp Takes  Position in Netflix Inc NFLX   
7290,2018-09-01,Associated Banc Corp Takes  Position in Netflix Inc NFLX   
7288,2018-09-01,TradeFlags  TD SELL NFLX at  Supp  Resis  R  HiLo  TY  buy  PE  DIV NA  I      
7287,2018-09-01,A Valuation Showdown  Pfizer Inc PFE Netflix Inc NFLX    PFE  
7286,2018-09-01,HeadToHead Contrast IQIYI IQ and Netflix NFLX   
7285,2018-09-01,Traders Sell Netflix NFLX on Strength NFLX   
7284,2018-09-01,Traders Sell Shares of Netflix NFLX on Strength NFLX   
7289,2018-09-01,TD SELL NFLX at  Supp  Resis  R  HiLo  TY  buy  PE  DIV NA  I     
7282,2018-09-01,Critical Survey IQIYI IQ and Netflix NFLX   
7283,2018-09-01,Critical Survey Netflix NFLX and IQIYI IQ   
7273,2018-09-01,As Netflix NFLX Share Price Rose Miracle Mile Advisors Increased Position As Disney Walt Co DIS Market Value Declined Vontobel Asset Management Lifted Its Holding by  Million   
7275,2018-09-01,Critical Survey Netflix NFLX versus IQIYI IQ   
7276,2018-09-01,Critical Survey Netflix NFLX versus IQIYI IQ   
7277,2018-09-01,Matrix Capital Management Company LP Cut Its Netflix NFLX Stake by  Million Stock Value Rose As Mckesson MCK Shares Declined Shareholder Affinity Investment Advisors Lifted Its Stake  
7272,2018-09-01,NFLX Re Netflixs Recommendation System on The Motley Fool message boards   
7279,2018-09-01,Financial Comparison IQIYI IQ versus Netflix NFLX   
7280,2018-09-01,Financial Comparison IQIYI IQ versus Netflix NFLX   
7281,2018-09-01,Ruggero Respigo  TD SELL NFLX at  Supp  Resis  R HiLo  TY  buy  PE  DIV NA  I     via rtradeflags  
7278,2018-09-01,Bristol John W  Company Decreased Netflix NFLX Position by  Million Valuation Rose Bokf Has Trimmed Its Lam Research LRCX Position by  as Share Price Rose   
7208,2018-09-02,And for our first trade we are going to short this company known as Netflix NFLX
7217,2018-09-02,As Netflix NFLX Stock Rose Logan Capital Management INC Decreased by  Million Its Holding   
7216,2018-09-02,Logan Capital Management INC Trimmed Holding in Netflix NFLX as Market Valuation Rose   
7215,2018-09-02,Logan Capital Management INC Has Lowered Netflix NFLX Position as Valuation Rose    
7214,2018-09-02,Analyzing Netflix NFLX and IQIYI IQ   
7213,2018-09-02,Head to Head Survey IQIYI IQ versus Netflix NFLX   
7212,2018-09-02,Interactive Financial Advisors Has Boosted Netflix Com NFLX Stake by  Million Trust Company Of Virginia Has Lifted Brown Forman BFB Holding   
7211,2018-09-02,Netflix hires PR genius Rachel Whetstone to handle scandals that havent happened yet    NFLX  
7210,2018-09-02,India Has Netflix Inc NFLX On Track For a Subscriber Beat     
7209,2018-09-02,Baillie Gifford  Company Has Lifted Its Position in Netflix NFLX by  Million as Share Value Rose Timber Creek Capital Management Position in Microsoft Com MSFT Decreased as Stock Price Rose  
7207,2018-09-02,Is it time to SELL Netflix NFLX by heyimsnuffles    
7195,2018-09-02,Netflix Inc NFLX Expected to Post Quarterly Sales of  Billion   
7205,2018-09-02,Go ahead  please put Ads in between a show I am watching so I can cancel you immediately  I turn off a video on the web as soon as an Ad plays in the middle of it Find another way to make money You will lose this battle nflx 
7204,2018-09-02,FB NFLX   Facebook says social video watching will set it apart from Netflix and YouTube    
7203,2018-09-02,Cancel   Sell    
7202,2018-09-02,Netflix Inc NFLX Holdings Reduced by BKS Advisors LLC    
7201,2018-09-02,Netflix Inc NFLX Holdings Reduced by BKS Advisors LLC   
7200,2018-09-02,NFLX You Wont Believe How Much Netflix Spent on Each Emmy Nomination   
7199,2018-09-02,Netflix NFLX versus IQIYI IQ Critical Comparison   
7198,2018-09-02,  FacebookFBAMZN AAPLNetflixNFLXGOOGL  
7197,2018-09-02,FB NFLX Facebook says social video watching will set it apart from Netflix and YouTube   
7196,2018-09-02,  another amazing season   and the amazing  what a great cast and  episodes finished all too soon Need to buy more NFLX stock
7218,2018-09-02,As Netflix NFLX Stock Price Rose Holder Logan Capital Management INC Has Decreased Its Position    
7206,2018-09-02,Dont listen to the sensationalist market media Netflix is about to burst up Job openings growth  Stock price increase         
7220,2018-09-02,Logan Capital Management INC Position in Netflix NFLX Decreased by  Million   
7219,2018-09-02,As Netflix NFLX Market Valuation Rose Logan Capital Management INC Cut Its Stake    
7246,2018-09-02,IQIYI IQ versus Netflix NFLX HeadToHead Contrast   
7221,2018-09-02,Netflix NFLX Shares Rose While Logan Capital Management INC Lowered Stake   
7245,2018-09-02,HeadToHead Analysis Netflix NFLX and IQIYI IQ   
7244,2018-09-02,Somewhat Favorable News Coverage Somewhat Unlikely to Impact Netflix NFLX Share Price    
7243,2018-09-02,IQIYI IQ  Netflix NFLX HeadToHead Review    
7242,2018-09-02,Reviewing Netflix NFLX and IQIYI IQ   
7241,2018-09-02,Blockbusters declined several offers to acquire Netflix for a mere  million Netflix revenue for  was  billion NFLX
7240,2018-09-02,Netflix Inc NFLX Shares Sold by Nomura Asset Management Co Ltd    
7238,2018-09-02,Financial Comparison IQIYI IQ versus Netflix NFLX   
7237,2018-09-02,Netflix NFLX  IQIYI IQ HeadToHead Comparison   
7236,2018-09-02,Robeco Institutional Asset Management BV Acquires  Shares of Netflix Inc NFLX   
7235,2018-09-02,Robeco Institutional Asset Management BV Acquires  Shares of Netflix Inc NFLX   
7234,2018-09-02,Netflix NFLX  IQIYI IQ HeadToHead Comparison   
7239,2018-09-02,Netflix Inc NFLX Shares Sold by Nomura Asset Management Co Ltd   
7232,2018-09-02,HeadToHead Analysis Netflix NFLX versus IQIYI IQ   
7233,2018-09-02,Financial Analysis IQIYI IQ versus Netflix NFLX   
7223,2018-09-02,NFLX the area in between  should see short term buyers appearing next week for  wave bounce at least  
7224,2018-09-02,Study shows how TV destroys couples sex life encounters drop  doesnt include Netflix    NFLX
7225,2018-09-02,Sigma Planning Has Raised By  Its Netflix NFLX Stake MOBIVITY HOLDINGS MFON Shorts Lowered By   
7226,2018-09-02,As Netflix NFLX Stock Price Rose Shareholder Tybourne Capital Management Hk LTD Has Decreased Its Position Rollins ROL Stock Declined While Jlb  Associates Lowered Position  
7222,2018-09-02,Netflix NFLX Stock Price Rose While Logan Capital Management INC Trimmed Its Stake by  Million   
7228,2018-09-02,Comparing IQIYI IQ  Netflix NFLX   
7229,2018-09-02,Analyzing Netflix NFLX  IQIYI IQ   
7230,2018-09-02,Analyzing Netflix NFLX  IQIYI IQ   
7231,2018-09-02,Barton Investment Management Cut Its Netflix NFLX Position Advent International Boosted Kinder Morgan KMI Position By  Million  
7227,2018-09-02,State Treasurer State of Michigan Acquires  Shares of Netflix Inc NFLX   
7155,2018-09-03,Better Buy The Walt Disney Company vs Netflix    NFLX DIS 
7156,2018-09-03,Facebook says social video watching will set it apart from Netflix and YouTube    FB NFLX
7157,2018-09-03,Netflix NFLX has  original shows and movies debuting in September  heres the complete list   
7158,2018-09-03,Netflix NFLX PT Set at  by Atlantic Securities    
7159,2018-09-03,Netflixs subscription model gave it a large amount of cash up front to invest heavily in all areas Congrats but I dont see it Check the cash flow statements NFLX
7161,2018-09-03,Comparing Netflix NFLX  IQIYI IQ  
7162,2018-09-03,New Amsterdam Partners Has Raised Its Stake in Snap SNA by  Netflix NFLX Shareholder Tybourne Capital Management Hk LTD Trimmed Position   
7163,2018-09-03,Transenterix TRXC Holder Sabby Management Has Lowered Position by  as Stock Price Rose As Netflix NFLX Shares Rose Birinyi Associates Increased Position   
7164,2018-09-03,NFLX    Pot intermed top in Uptrend INTRAWEEK mmm combo chart   
7154,2018-09-03,Contrasting IQIYI IQ  Netflix NFLX   
7160,2018-09-03,NFLX Netflix Inc NASDAQNFLX price target set to  by Atlantic Securities    
7153,2018-09-03,Contrasting IQIYI IQ  Netflix NFLX   
7165,2018-09-03,NFLX the area in between  should see short term buyers appearing this week for  wave bounce at least  
7151,2018-09-03,Netflix has  original shows and movies debuting in September  heres the complete list    nflx gap fill to  coming
7150,2018-09-03,NFLX  Hour chart on  Aug  rallied strongly in impulsive wave from blue box after ending wave IV pullback at   
7149,2018-09-03,Netflix Inc NFLX Receives Average Recommendation of Buy from Analysts   
7148,2018-09-03,NFLXau NETFLIX
7147,2018-09-03,Black Panther comes out on Netflix tomorrow yall NFLX  
7146,2018-09-03,Most Netflix users would pay a lot more for their subscription survey shows NFLX    by  
7145,2018-09-03,Most Netflix users would pay a lot more for their subscription survey shows NFLX    by ewolffmann  
7144,2018-09-03,Grafico del Dia NETFLIX NFLX           
7143,2018-09-03,Grafico del Dia NETFLIX NFLX           
7142,2018-09-03,EWF Chart of the day NETFLIX NFLX         
7141,2018-09-03,Netflix NFLX versus IQIYI IQ Critical Review    
7152,2018-09-03,Matrix Capital Management Company LP Has Trimmed Its Netflix NFLX Stake by  Million United States Stl New X Holder Arlington Capital Management Has Trimmed Stake  
